bft_bft_server3003.1.cymz3o788z1u@azureuser    | 
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9227th command: 2_2307 1735931318780
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9228th command: 3_2307 1735931318783
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9229th command: 4_2304 1735931318784
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9230th command: 1_2308 1735931318785
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9231th command: 2_2308 1735931318787
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9232th command: 3_2308 1735931318788
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9233th command: 4_2305 1735931318792
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9234th command: 1_2309 1735931318794
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9235th command: 2_2309 1735931318796
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9236th command: 3_2309 1735931318797
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9237th command: 4_2306 1735931318800
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9238th command: 1_2310 1735931318803
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9239th command: 2_2310 1735931318805
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9240th command: 3_2310 1735931318806
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9241th command: 4_2307 1735931318808
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9242th command: 1_2311 1735931318811
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9243th command: 2_2311 1735931318812
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9244th command: 3_2311 1735931318814
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9245th command: 4_2308 1735931318816
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9246th command: 1_2312 1735931318817
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9247th command: 2_2312 1735931318819
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9248th command: 3_2312 1735931318820
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9249th command: 4_2309 1735931318821
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9250th command: 1_2313 1735931318825
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9251th command: 2_2313 1735931318827
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9252th command: 3_2313 1735931318830
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9253th command: 4_2310 1735931318831
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9254th command: 1_2314 1735931318835
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9255th command: 2_2314 1735931318838
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9256th command: 3_2314 1735931318839
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9257th command: 4_2311 1735931318840
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9258th command: 1_2315 1735931318842
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9259th command: 2_2315 1735931318845
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9260th command: 3_2315 1735931318846
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9261th command: 4_2312 1735931318847
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9262th command: 1_2316 1735931318849
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9263th command: 2_2316 1735931318850
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9264th command: 3_2316 1735931318851
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9265th command: 4_2313 1735931318853
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9266th command: 1_2317 1735931318854
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9267th command: 2_2317 1735931318858
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9268th command: 3_2317 1735931318860
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9269th command: 4_2314 1735931318862
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9270th command: 1_2318 1735931318862
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9271th command: 2_2318 1735931318866
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9272th command: 3_2318 1735931318868
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9273th command: 4_2315 1735931318871
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9274th command: 1_2319 1735931318872
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9275th command: 2_2319 1735931318875
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9276th command: 3_2319 1735931318878
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9277th command: 4_2316 1735931318879
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9278th command: 1_2320 1735931318880
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9279th command: 2_2320 1735931318883
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9280th command: 3_2320 1735931318885
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9281th command: 4_2317 1735931318886
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9282th command: 1_2321 1735931318888
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9283th command: 2_2321 1735931318889
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9284th command: 3_2321 1735931318893
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9285th command: 4_2318 1735931318895
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9286th command: 1_2322 1735931318897
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9287th command: 2_2322 1735931318898
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9288th command: 3_2322 1735931318901
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9289th command: 4_2319 1735931318905
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9290th command: 1_2323 1735931318906
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9291th command: 2_2323 1735931318908
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9292th command: 3_2323 1735931318910
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9293th command: 4_2320 1735931318913
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9294th command: 1_2324 1735931318914
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9295th command: 2_2324 1735931318915
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9296th command: 3_2324 1735931318918
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9297th command: 4_2321 1735931318919
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9298th command: 1_2325 1735931318920
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9299th command: 2_2325 1735931318922
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9300th command: 3_2325 1735931318923
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9301th command: 4_2322 1735931318927
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9302th command: 1_2326 1735931318930
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9303th command: 2_2326 1735931318933
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9304th command: 3_2326 1735931318934
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9305th command: 4_2323 1735931318938
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9306th command: 1_2327 1735931318941
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9307th command: 2_2327 1735931318945
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9308th command: 3_2327 1735931318946
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9309th command: 4_2324 1735931318949
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9310th command: 1_2328 1735931318953
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9311th command: 2_2328 1735931318954
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9312th command: 3_2328 1735931318955
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9313th command: 4_2325 1735931318957
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9314th command: 1_2329 1735931318958
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9315th command: 2_2329 1735931318959
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9316th command: 3_2329 1735931318962
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9317th command: 4_2326 1735931318963
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9318th command: 1_2330 1735931318968
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9319th command: 2_2330 1735931318970
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9320th command: 3_2330 1735931318973
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9321th command: 4_2327 1735931318974
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9322th command: 1_2331 1735931318977
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9323th command: 2_2331 1735931318981
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9324th command: 3_2331 1735931318984
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9325th command: 4_2328 1735931318985
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9326th command: 1_2332 1735931318988
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9327th command: 2_2332 1735931318992
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9328th command: 3_2332 1735931318993
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9329th command: 4_2329 1735931318994
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9330th command: 1_2333 1735931318997
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9331th command: 2_2333 1735931318998
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9332th command: 3_2333 1735931318999
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9333th command: 4_2330 1735931319001
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9334th command: 1_2334 1735931319002
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9335th command: 2_2334 1735931319007
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9336th command: 3_2334 1735931319009
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9337th command: 4_2331 1735931319011
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9338th command: 1_2335 1735931319012
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9339th command: 2_2335 1735931319016
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9340th command: 3_2335 1735931319019
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9341th command: 4_2332 1735931319022
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9342th command: 1_2336 1735931319023
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9343th command: 2_2336 1735931319025
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9344th command: 3_2336 1735931319029
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9345th command: 4_2333 1735931319030
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9346th command: 1_2337 1735931319031
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9347th command: 2_2337 1735931319033
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9348th command: 3_2337 1735931319034
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9349th command: 4_2334 1735931319036
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9350th command: 1_2338 1735931319038
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9351th command: 2_2338 1735931319041
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9352th command: 3_2338 1735931319044
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9353th command: 4_2335 1735931319046
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9354th command: 1_2339 1735931319049
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9355th command: 2_2339 1735931319050
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9356th command: 3_2339 1735931319054
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9357th command: 4_2336 1735931319058
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9358th command: 1_2340 1735931319060
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9359th command: 2_2340 1735931319062
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9360th command: 3_2340 1735931319064
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9361th command: 4_2337 1735931319068
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9362th command: 1_2341 1735931319069
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9363th command: 2_2341 1735931319070
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9364th command: 3_2341 1735931319073
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9365th command: 4_2338 1735931319074
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9366th command: 1_2342 1735931319075
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9367th command: 2_2342 1735931319078
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9368th command: 3_2342 1735931319079
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9369th command: 4_2339 1735931319084
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9370th command: 1_2343 1735931319087
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9371th command: 2_2343 1735931319089
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9372th command: 3_2343 1735931319091
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9373th command: 4_2340 1735931319095
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9374th command: 1_2344 1735931319098
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9375th command: 2_2344 1735931319100
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9376th command: 3_2344 1735931319104
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9377th command: 4_2341 1735931319106
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9378th command: 1_2345 1735931319110
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9379th command: 2_2345 1735931319111
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9380th command: 3_2345 1735931319112
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9381th command: 4_2342 1735931319115
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9382th command: 1_2346 1735931319116
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9383th command: 2_2346 1735931319117
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9384th command: 3_2346 1735931319119
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9385th command: 4_2343 1735931319120
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9386th command: 1_2347 1735931319125
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9387th command: 2_2347 1735931319127
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9388th command: 3_2347 1735931319130
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9389th command: 4_2344 1735931319131
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9390th command: 1_2348 1735931319134
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9391th command: 2_2348 1735931319138
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9392th command: 3_2348 1735931319140
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9393th command: 4_2345 1735931319141
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9394th command: 1_2349 1735931319144
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9395th command: 2_2349 1735931319147
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9396th command: 3_2349 1735931319149
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9397th command: 4_2346 1735931319150
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9398th command: 1_2350 1735931319153
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9399th command: 2_2350 1735931319154
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9400th command: 3_2350 1735931319156
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9401th command: 4_2347 1735931319159
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9402th command: 1_2351 1735931319161
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9403th command: 2_2351 1735931319166
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9404th command: 3_2351 1735931319169
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9405th command: 4_2348 1735931319171
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9406th command: 1_2352 1735931319172
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9407th command: 2_2352 1735931319176
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9408th command: 3_2352 1735931319180
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9409th command: 4_2349 1735931319183
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 9410th command: 1_2353 1735931319184
