bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | 
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12684th command: 21_528 1736012775443
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12685th command: 22_528 1736012775451
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12686th command: 23_528 1736012775467
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12687th command: 24_528 1736012775491
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12688th command: 3_528 1736012775498
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12689th command: 4_528 1736012775506
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12690th command: 5_528 1736012775523
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12691th command: 6_528 1736012775530
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12692th command: 7_528 1736012775539
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12693th command: 8_528 1736012775554
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12694th command: 9_528 1736012775563
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12695th command: 1_528 1736012775595
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12696th command: 10_528 1736012775611
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12697th command: 11_529 1736012775628
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12698th command: 12_529 1736012775636
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12699th command: 13_529 1736012775660
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12700th command: 14_529 1736012775683
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12701th command: 15_529 1736012775700
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12702th command: 16_529 1736012775708
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12703th command: 17_529 1736012775723
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12704th command: 18_529 1736012775748
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12705th command: 19_529 1736012775756
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12706th command: 2_529 1736012775764
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12707th command: 20_529 1736012775779
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12708th command: 21_529 1736012775788
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12709th command: 22_529 1736012775796
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12710th command: 23_529 1736012775813
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12711th command: 24_529 1736012775821
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12712th command: 3_529 1736012775853
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12713th command: 4_529 1736012775868
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12714th command: 5_529 1736012775885
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12715th command: 6_529 1736012775893
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12716th command: 7_529 1736012775917
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12717th command: 8_529 1736012775941
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12718th command: 9_529 1736012775956
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12719th command: 1_529 1736012775965
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12720th command: 10_529 1736012775981
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12721th command: 11_530 1736012776004
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12722th command: 12_530 1736012776012
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12723th command: 13_530 1736012776020
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12724th command: 14_530 1736012776037
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12725th command: 15_530 1736012776044
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12726th command: 16_530 1736012776052
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12727th command: 17_530 1736012776067
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12728th command: 18_530 1736012776076
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12729th command: 19_530 1736012776107
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12730th command: 2_530 1736012776123
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12731th command: 20_530 1736012776139
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12732th command: 21_530 1736012776147
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12733th command: 22_530 1736012776170
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12734th command: 23_530 1736012776195
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12735th command: 24_530 1736012776210
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12736th command: 3_530 1736012776218
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12737th command: 4_530 1736012776234
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12738th command: 5_530 1736012776259
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12739th command: 6_530 1736012776267
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12740th command: 7_530 1736012776275
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12741th command: 8_530 1736012776290
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12742th command: 9_530 1736012776298
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12743th command: 1_530 1736012776306
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12744th command: 10_530 1736012776322
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12745th command: 11_531 1736012776330
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12746th command: 12_531 1736012776362
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12747th command: 13_531 1736012776377
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12748th command: 14_531 1736012776394
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12749th command: 15_531 1736012776401
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12750th command: 16_531 1736012776425
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12751th command: 17_531 1736012776448
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12752th command: 18_531 1736012776465
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12753th command: 19_531 1736012776473
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12754th command: 2_531 1736012776489
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12755th command: 20_531 1736012776513
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12756th command: 21_531 1736012776521
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12757th command: 22_531 1736012776528
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12758th command: 23_531 1736012776544
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12759th command: 24_531 1736012776552
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12760th command: 3_531 1736012776560
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12761th command: 4_531 1736012776576
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12762th command: 5_531 1736012776584
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12763th command: 6_531 1736012776615
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12764th command: 7_531 1736012776630
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12765th command: 8_531 1736012776646
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12766th command: 9_531 1736012776655
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12767th command: 1_531 1736012776678
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12768th command: 10_531 1736012776703
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12769th command: 11_532 1736012776718
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12770th command: 12_532 1736012776726
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12771th command: 13_532 1736012776742
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12772th command: 14_532 1736012776765
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12773th command: 15_532 1736012776773
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12774th command: 16_532 1736012776781
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12775th command: 17_532 1736012776796
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12776th command: 18_532 1736012776805
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12777th command: 19_532 1736012776812
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12778th command: 2_532 1736012776828
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12779th command: 20_532 1736012776837
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12780th command: 21_532 1736012776867
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12781th command: 22_532 1736012776883
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12782th command: 23_532 1736012776898
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12783th command: 24_532 1736012776907
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12784th command: 3_532 1736012776932
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12785th command: 4_532 1736012776954
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12786th command: 5_532 1736012776970
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12787th command: 6_532 1736012776977
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12788th command: 7_532 1736012776994
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12789th command: 8_532 1736012777018
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12790th command: 9_532 1736012777026
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12791th command: 1_532 1736012777033
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12792th command: 10_532 1736012777049
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12793th command: 11_533 1736012777058
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12794th command: 12_533 1736012777065
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12795th command: 13_533 1736012777081
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12796th command: 14_533 1736012777089
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12797th command: 15_533 1736012777120
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12798th command: 16_533 1736012777136
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12799th command: 17_533 1736012777152
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12800th command: 18_533 1736012777160
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12801th command: 19_533 1736012777184
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12802th command: 2_533 1736012777208
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12803th command: 20_533 1736012777223
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12804th command: 21_533 1736012777232
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12805th command: 22_533 1736012777247
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12806th command: 23_533 1736012777271
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12807th command: 24_533 1736012777278
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12808th command: 3_533 1736012777286
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12809th command: 4_533 1736012777302
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12810th command: 5_533 1736012777311
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12811th command: 6_533 1736012777319
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12812th command: 7_533 1736012777334
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12813th command: 8_533 1736012777342
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12814th command: 9_533 1736012777374
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12815th command: 1_533 1736012777390
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12816th command: 10_533 1736012777406
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12817th command: 11_534 1736012777414
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12818th command: 12_534 1736012777438
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12819th command: 13_534 1736012777461
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12820th command: 14_534 1736012777476
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12821th command: 15_534 1736012777485
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 12822th command: 16_534 1736012777501
