bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | 
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12851th command: 20_642 1735977083716
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12852th command: 3_642 1735977083735
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12853th command: 4_642 1735977083754
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12854th command: 5_642 1735977083766
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12855th command: 6_642 1735977083773
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12856th command: 7_642 1735977083786
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12857th command: 8_642 1735977083805
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12858th command: 9_642 1735977083811
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12859th command: 1_642 1735977083818
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12860th command: 10_642 1735977083831
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12861th command: 11_643 1735977083837
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12862th command: 12_643 1735977083843
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12863th command: 13_643 1735977083856
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12864th command: 14_643 1735977083862
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12865th command: 15_643 1735977083887
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12866th command: 16_643 1735977083900
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12867th command: 17_643 1735977083913
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12868th command: 18_643 1735977083920
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12869th command: 19_643 1735977083939
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12870th command: 2_643 1735977083958
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12871th command: 20_643 1735977083971
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12872th command: 3_643 1735977083977
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12873th command: 4_643 1735977083990
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12874th command: 5_643 1735977084010
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12875th command: 6_643 1735977084016
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12876th command: 7_643 1735977084022
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12877th command: 8_643 1735977084035
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12878th command: 9_643 1735977084042
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12879th command: 1_643 1735977084048
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12880th command: 10_643 1735977084061
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12881th command: 11_644 1735977084067
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12882th command: 12_644 1735977084093
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12883th command: 13_644 1735977084106
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12884th command: 14_644 1735977084119
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12885th command: 15_644 1735977084126
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12886th command: 16_644 1735977084145
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12887th command: 17_644 1735977084165
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12888th command: 18_644 1735977084177
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12889th command: 19_644 1735977084184
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12890th command: 2_644 1735977084197
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12891th command: 20_644 1735977084217
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12892th command: 3_644 1735977084223
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12893th command: 4_644 1735977084230
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12894th command: 5_644 1735977084243
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12895th command: 6_644 1735977084250
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12896th command: 7_644 1735977084256
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12897th command: 8_644 1735977084269
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12898th command: 9_644 1735977084275
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12899th command: 1_644 1735977084300
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12900th command: 10_644 1735977084314
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12901th command: 11_645 1735977084327
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12902th command: 12_645 1735977084334
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12903th command: 13_645 1735977084353
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12904th command: 14_645 1735977084372
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12905th command: 15_645 1735977084385
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12906th command: 16_645 1735977084392
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12907th command: 17_645 1735977084405
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12908th command: 18_645 1735977084424
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12909th command: 19_645 1735977084430
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12910th command: 2_645 1735977084437
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12911th command: 20_645 1735977084450
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12912th command: 3_645 1735977084456
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12913th command: 4_645 1735977084463
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12914th command: 5_645 1735977084475
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12915th command: 6_645 1735977084482
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12916th command: 7_645 1735977084508
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12917th command: 8_645 1735977084521
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12918th command: 9_645 1735977084535
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12919th command: 1_645 1735977084541
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12920th command: 10_645 1735977084560
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12921th command: 11_646 1735977084579
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12922th command: 12_646 1735977084592
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12923th command: 13_646 1735977084599
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12924th command: 14_646 1735977084611
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12925th command: 15_646 1735977084631
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12926th command: 16_646 1735977084638
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12927th command: 17_646 1735977084644
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12928th command: 18_646 1735977084657
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12929th command: 19_646 1735977084663
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12930th command: 2_646 1735977084669
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12931th command: 20_646 1735977084683
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12932th command: 3_646 1735977084690
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12933th command: 4_646 1735977084715
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12934th command: 5_646 1735977084728
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12935th command: 6_646 1735977084742
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12936th command: 7_646 1735977084748
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12937th command: 8_646 1735977084767
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12938th command: 9_646 1735977084786
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12939th command: 1_646 1735977084799
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12940th command: 10_646 1735977084806
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12941th command: 11_647 1735977084819
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12942th command: 12_647 1735977084838
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12943th command: 13_647 1735977084845
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12944th command: 14_647 1735977084851
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12945th command: 15_647 1735977084864
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12946th command: 16_647 1735977084871
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12947th command: 17_647 1735977084877
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12948th command: 18_647 1735977084890
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12949th command: 19_647 1735977084897
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12950th command: 2_647 1735977084922
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12951th command: 20_647 1735977084935
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12952th command: 3_647 1735977084948
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12953th command: 4_647 1735977084955
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12954th command: 5_647 1735977084974
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12955th command: 6_647 1735977084994
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12956th command: 7_647 1735977085007
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12957th command: 8_647 1735977085013
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12958th command: 9_647 1735977085027
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12959th command: 1_647 1735977085045
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12960th command: 10_647 1735977085052
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12961th command: 11_648 1735977085059
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12962th command: 12_648 1735977085072
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12963th command: 13_648 1735977085078
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12964th command: 14_648 1735977085085
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12965th command: 15_648 1735977085098
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12966th command: 16_648 1735977085104
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12967th command: 17_648 1735977085130
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12968th command: 18_648 1735977085143
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12969th command: 19_648 1735977085156
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12970th command: 2_648 1735977085162
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12971th command: 20_648 1735977085182
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12972th command: 3_648 1735977085202
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12973th command: 4_648 1735977085215
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12974th command: 5_648 1735977085221
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12975th command: 6_648 1735977085234
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12976th command: 7_648 1735977085253
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12977th command: 8_648 1735977085260
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12978th command: 9_648 1735977085267
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12979th command: 1_648 1735977085280
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12980th command: 10_648 1735977085286
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12981th command: 11_649 1735977085292
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12982th command: 12_649 1735977085306
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12983th command: 13_649 1735977085312
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12984th command: 14_649 1735977085338
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12985th command: 15_649 1735977085351
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12986th command: 16_649 1735977085364
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12987th command: 17_649 1735977085370
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12988th command: 18_649 1735977085390
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12989th command: 19_649 1735977085410
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12990th command: 2_649 1735977085422
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12991th command: 20_649 1735977085429
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12992th command: 3_649 1735977085442
bft_bft_server3019.1.38oks7f9rkt6@node6.bft.msc6801project.emulab.net    | Executing 12993th command: 4_649 1735977085461
